gesture@yad1986m	@yad1986m	132.605	138.485	убирает обе руки с телефона, разводит их в стороны ладонями вниз, опускает и поднимает 
gesture@yad1986m	@yad1986m	138.51	140.82	поправляет левой рукой футболку, кладёт руки на телефон в воздухе
gesture@yad1986m	@yad1986m	179.415	182.5	указательным пальцем правой руки указывает на собеседника
gesture@yad1986m	@yad1986m	203.045	205.245	поднимает левую руку в воздух
gesture@yad1986m	@yad1986m	205.26	206.62	опускает обе руки, откидывает корпус назад
gesture@yad1986m	@yad1986m	210.955	212.195	покачивание головой из стороны в сторону
gesture@yad1986m	@yad1986m	212.54	213.07	лёгкий кивок головы
gesture@yad1986m	@yad1986m	213.53	215.59	понимает обе руки, покачивает их в воздухе поочередно, опускает
gesture@yad1986m	@yad1986m	251.18	252.28	правой рукой, держа телефон, указывает на собеседника
gesture@yad1986m	@yad1986m	254.29	259.47	поднятую правую руку, держащую телефон, направляет на себя и слегка в сторону поочередно 
gesture@yad1986m	@yad1986m	262.96	264.15	поднимает левую руку к телефону 
gesture@yad1986m	@yad1986m	288.46	290.02	поднимает правую руку с телефон к своему лицу
gesture@evb1991m	@evb1991m	21.56	21.57	поднимает и опускает левую руку
gesture@evb1991m	@evb1991m	32.795	33.265	поднимает обе руки ладонями вверх
gesture@evb1991m	@evb1991m	33.3	34.45	поочереди опускает и поднимает руки ладонями вверх
gesture@evb1991m	@evb1991m	34.495	35.925	указывает далонями на себя, после смыкает руки, опуская вниз
gesture@evb1991m	@evb1991m	47.155	48.685	лёгкое пожимание плечами
gesture@evb1991m	@evb1991m	50.64	52.34	ставит ладони ребром по направлению к своим на колени
gesture@evb1991m	@evb1991m	52.82	53.9	указывает левой рукой на собеседника
gesture@evb1991m	@evb1991m	55.7	60.17	поднимает обе руки вверх, разводит их в стороны
gesture@evb1991m	@evb1991m	60.19	63.38	пожимает плечами, поднимая и разводя руки в стороны
gesture@evb1991m	@evb1991m	63.855	64.585	хлопок руками в воздухе
gesture@evb1991m	@evb1991m	64.645	65.645	отмахивается правой рукой в сторону 
gesture@evb1991m	@evb1991m	98.275	98.825	поднимает и опускает левую руку 
gesture@evb1991m	@evb1991m	111.335	112.485	поднимает правую руку к лицу, чешет нос
gesture@evb1991m	@evb1991m	152.15	153.31	поднимает правую руку и опускает её ребром
gesture@evb1991m	@evb1991m	155.805	156.645	слегка поднимает и опускает правую руку ладонью вверх
gesture@evb1991m	@evb1991m	159.9	162.03	лёгкое пожимание плечами
